,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
B2KAW2,7.0,12.0,13.0,33.0,37.0,45.0,52.0,5.0,10.0,11.0,31.0,35.0,43.0,50.0,5.0,10.0,11.0,31.0,35.0,43.0,50.0,5.0,10.0,11.0,31.0,35.0,43.0,50.0,5.0,10.0,11.0,31.0,35.0,43.0,50.0,0.0,5.0,6.0,26.0,30.0,38.0,45.0,0.0,5.0,6.0,26.0,30.0,38.0,45.0,0.0,5.0,6.0,26.0,30.0,38.0,45.0,31.0,61.0,31.0,61.0,10.0,15.0,16.0,36.0,7.0,12.0,13.0,33.0,37.0,7.0,12.0,13.0,33.0,37.0,7.0,12.0,13.0,33.0,37.0,7.0,12.0,13.0,33.0,37.0,7.0,12.0,13.0,33.0,37.0,7.0,12.0,13.0,33.0,37.0,5.0,10.0,11.0,31.0,35.0,5.0,10.0,11.0,31.0,35.0,5.0,10.0,11.0,31.0,35.0,5.0,10.0,11.0,31.0,35.0,5.0,10.0,11.0,31.0,35.0,5.0,10.0,11.0,31.0,35.0,0.0,5.0,6.0,26.0,30.0,38.0,0.0,5.0,6.0,26.0,30.0,38.0,0.0,5.0,6.0,26.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39QR4,5.0,12.0,19.0,27.0,32.0,49.0,50.0,52.0,9.0,16.0,6.0,13.0,6.0,13.0,6.0,13.0,6.0,13.0,6.0,13.0,6.0,13.0,4.0,11.0,4.0,11.0,4.0,11.0,4.0,11.0,4.0,11.0,4.0,11.0,12.0,19.0,26.0,34.0,39.0,12.0,19.0,26.0,34.0,39.0,12.0,19.0,26.0,34.0,39.0,12.0,19.0,26.0,34.0,39.0,10.0,17.0,24.0,32.0,37.0,10.0,17.0,24.0,32.0,37.0,10.0,17.0,24.0,32.0,37.0,10.0,17.0,24.0,32.0,37.0,10.0,17.0,24.0,32.0,37.0,10.0,17.0,24.0,32.0,37.0,5.0,12.0,19.0,27.0,32.0,5.0,12.0,19.0,27.0,32.0,5.0,12.0,19.0,27.0,32.0,5.0,12.0,19.0,27.0,32.0,5.0,12.0,19.0,27.0,32.0,5.0,12.0,19.0,27.0,32.0,4.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7VP37,11.0,35.0,43.0,50.0,57.0,11.0,35.0,43.0,50.0,57.0,16.0,16.0,40.0,11.0,35.0,11.0,35.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8F871,11.0,35.0,43.0,50.0,57.0,11.0,35.0,43.0,50.0,57.0,16.0,16.0,40.0,11.0,35.0,11.0,35.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,4.0,12.0,19.0,26.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0TBW1,11.0,43.0,50.0,57.0,11.0,11.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28Q12,11.0,35.0,50.0,59.0,12.0,36.0,11.0,35.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,6.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0S9A3,12.0,19.0,34.0,37.0,46.0,50.0,12.0,19.0,34.0,37.0,46.0,50.0,12.0,19.0,34.0,37.0,46.0,50.0,12.0,19.0,34.0,37.0,46.0,50.0,12.0,19.0,34.0,37.0,46.0,50.0,34.0,29.0,29.0,17.0,24.0,39.0,17.0,24.0,39.0,17.0,24.0,39.0,42.0,12.0,19.0,34.0,37.0,12.0,19.0,34.0,37.0,12.0,19.0,34.0,37.0,1.0,7.0,19.0,20.0,38.0,1.0,7.0,19.0,20.0,38.0,1.0,7.0,19.0,20.0,38.0,1.0,7.0,19.0,20.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q054P6,12.0,19.0,28.0,30.0,46.0,52.0,55.0,12.0,19.0,28.0,30.0,46.0,52.0,55.0,12.0,19.0,28.0,30.0,46.0,52.0,55.0,17.0,24.0,33.0,35.0,17.0,24.0,33.0,35.0,17.0,24.0,33.0,35.0,12.0,19.0,28.0,30.0,12.0,19.0,28.0,30.0,12.0,19.0,28.0,30.0,1.0,7.0,19.0,20.0,38.0,1.0,7.0,19.0,20.0,38.0,1.0,7.0,19.0,20.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3DVG9,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8EQH4,11.0,25.0,50.0,59.0,11.0,25.0,11.0,25.0,11.0,25.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0QDH0,11.0,50.0,16.0,11.0,11.0,11.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,21.0,25.0,30.0,19.0,20.0,34.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1MMY5,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,12.0,25.0,30.0,16.0,32.0,11.0,27.0,11.0,27.0,11.0,27.0,11.0,27.0,11.0,27.0,11.0,27.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,7.0,12.0,7.0,12.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,19.0,20.0,29.0,30.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47624,19.0,20.0,19.0,20.0,19.0,20.0,19.0,20.0,19.0,20.0,19.0,20.0,19.0,20.0,19.0,20.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IYU8,16.0,43.0,47.0,55.0,13.0,40.0,44.0,52.0,13.0,40.0,44.0,52.0,11.0,38.0,42.0,50.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,5.0,9.0,17.0,8.0,17.0,6.0,15.0,1.0,19.0,20.0,36.0,1.0,19.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1B629,11.0,50.0,22.0,40.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,16.0,11.0,11.0,11.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,25.0,30.0,7.0,12.0,32.0,5.0,19.0,20.0,34.0,36.0,5.0,19.0,20.0,34.0,36.0,5.0,19.0,20.0,34.0,36.0,5.0,19.0,20.0,34.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1DC95,10.0,11.0,50.0,57.0,15.0,16.0,10.0,11.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2A6B7,50.0,56.0,17.0,23.0,17.0,23.0,17.0,23.0,12.0,18.0,12.0,18.0,12.0,18.0,28.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1KWG2,12.0,19.0,27.0,12.0,19.0,27.0,60.0,14.0,16.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0,13.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,1.0,4.0,19.0,20.0,1.0,4.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5Z041,11.0,50.0,11.0,50.0,22.0,19.0,17.0,39.0,16.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,19.0,19.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,19.0,20.0,33.0,34.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1SMB4,2.0,10.0,11.0,50.0,2.0,10.0,11.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,8.0,30.0,8.0,30.0,8.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2IYX1,11.0,27.0,35.0,50.0,51.0,57.0,11.0,27.0,35.0,50.0,51.0,57.0,11.0,27.0,35.0,9.0,10.0,16.0,24.0,29.0,9.0,10.0,16.0,24.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8EPQ0,11.0,33.0,50.0,51.0,57.0,6.0,28.0,45.0,46.0,52.0,0.0,17.0,18.0,24.0,32.0,51.0,55.0,0.0,17.0,18.0,24.0,32.0,51.0,55.0,34.0,34.0,16.0,16.0,11.0,33.0,11.0,33.0,11.0,33.0,11.0,33.0,11.0,33.0,6.0,28.0,6.0,28.0,6.0,28.0,6.0,28.0,6.0,28.0,8.0,25.0,26.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,0.0,17.0,18.0,24.0,32.0,20.0,38.0,39.0,20.0,38.0,39.0,20.0,38.0,39.0,20.0,38.0,39.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1R787,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,14.0,15.0,16.0,29.0,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,8.0,17.0,21.0,35.0,3.0,12.0,16.0,30.0,3.0,12.0,16.0,30.0,3.0,12.0,16.0,30.0,3.0,12.0,16.0,30.0,19.0,20.0,36.0,19.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2JHD7,5.0,12.0,15.0,19.0,27.0,32.0,52.0,5.0,12.0,15.0,19.0,27.0,32.0,52.0,60.0,5.0,12.0,15.0,19.0,27.0,32.0,52.0,60.0,6.0,14.0,46.0,6.0,14.0,46.0,16.0,16.0,16.0,11.0,11.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,10.0,17.0,20.0,24.0,32.0,37.0,5.0,12.0,15.0,19.0,27.0,32.0,5.0,12.0,15.0,19.0,27.0,32.0,5.0,12.0,15.0,19.0,27.0,32.0,5.0,12.0,15.0,19.0,27.0,32.0,5.0,12.0,15.0,19.0,27.0,32.0,5.0,12.0,15.0,19.0,27.0,32.0,5.0,12.0,15.0,19.0,27.0,32.0,5.0,12.0,15.0,19.0,27.0,32.0,1.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6MEQ6,12.0,45.0,55.0,12.0,45.0,55.0,7.0,40.0,50.0,7.0,40.0,50.0,35.0,12.0,7.0,40.0,7.0,17.0,7.0,17.0,7.0,17.0,2.0,12.0,2.0,12.0,2.0,12.0,4.0,6.0,14.0,17.0,4.0,6.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7MYX6,11.0,35.0,42.0,43.0,50.0,57.0,11.0,35.0,42.0,43.0,50.0,57.0,11.0,35.0,11.0,35.0,1.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1QA43,11.0,13.0,20.0,52.0,53.0,57.0,59.0,9.0,11.0,18.0,50.0,51.0,55.0,57.0,9.0,11.0,18.0,50.0,51.0,55.0,57.0,9.0,11.0,18.0,50.0,51.0,55.0,57.0,0.0,6.0,14.0,46.0,14.0,16.0,23.0,14.0,16.0,23.0,14.0,16.0,23.0,14.0,16.0,23.0,11.0,13.0,20.0,11.0,13.0,20.0,11.0,13.0,20.0,11.0,13.0,20.0,11.0,13.0,20.0,11.0,13.0,20.0,11.0,13.0,20.0,11.0,13.0,20.0,9.0,11.0,18.0,9.0,11.0,18.0,9.0,11.0,18.0,9.0,11.0,18.0,9.0,11.0,18.0,9.0,11.0,18.0,9.0,11.0,18.0,9.0,11.0,18.0,12.0,13.0,17.0,19.0,32.0,12.0,13.0,17.0,19.0,32.0,12.0,13.0,17.0,19.0,32.0,12.0,13.0,17.0,19.0,32.0,12.0,13.0,17.0,19.0,32.0,12.0,13.0,17.0,19.0,32.0,12.0,13.0,17.0,19.0,32.0,12.0,13.0,17.0,19.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1S9H3,11.0,35.0,43.0,50.0,57.0,11.0,35.0,43.0,50.0,57.0,16.0,16.0,16.0,40.0,11.0,35.0,2.0,10.0,17.0,24.0,32.0,2.0,10.0,17.0,24.0,32.0,2.0,10.0,17.0,24.0,32.0,2.0,10.0,17.0,24.0,32.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q022G3,12.0,19.0,27.0,50.0,52.0,57.0,12.0,19.0,27.0,50.0,52.0,57.0,2.0,11.0,35.0,2.0,11.0,35.0,2.0,11.0,35.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,1.0,19.0,20.0,1.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8AWM9,10.0,11.0,17.0,22.0,48.0,11.0,31.0,11.0,31.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,7.0,19.0,20.0,30.0,1.0,7.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04KK7,10.0,11.0,17.0,22.0,48.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,7.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8P0I6,10.0,11.0,17.0,22.0,48.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZPS8,10.0,11.0,17.0,22.0,48.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,7.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2JS78,11.0,50.0,55.0,57.0,11.0,50.0,55.0,57.0,19.0,19.0,14.0,1.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5N4J6,6.0,11.0,35.0,50.0,57.0,6.0,11.0,35.0,50.0,57.0,6.0,11.0,35.0,6.0,11.0,35.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,2.0,17.0,24.0,32.0,37.0,19.0,20.0,32.0,36.0,19.0,20.0,32.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73LW4,0.0,29.0,31.0,37.0,46.0,0.0,29.0,31.0,37.0,46.0,0.0,29.0,31.0,37.0,46.0,0.0,29.0,31.0,37.0,46.0,0.0,29.0,31.0,37.0,46.0,0.0,29.0,31.0,37.0,46.0,16.0,11.0,11.0,11.0,11.0,24.0,27.0,24.0,27.0,19.0,22.0,19.0,22.0,19.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2I6V6,34.0,16.0,16.0,11.0,11.0,11.0,11.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,40.0,12.0,19.0,40.0,12.0,19.0,40.0,20.0,29.0,38.0,39.0,20.0,29.0,38.0,39.0,20.0,29.0,38.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
