,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Q8EHL5,0.0,20.0,30.0,36.0,22.0,12.0,36.0,16.0,39.0,16.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1KRR0,0.0,20.0,30.0,36.0,22.0,12.0,36.0,9.0,16.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32BG5,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9DVB7,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47RV1,0.0,9.0,20.0,29.0,30.0,31.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IJ09,0.0,1.0,9.0,20.0,36.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48515,0.0,1.0,20.0,30.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5ZBC9,0.0,1.0,5.0,12.0,20.0,36.0,6.0,6.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9KU80,0.0,2.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5E7L5,0.0,2.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8DBW0,0.0,2.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5GS99,0.0,20.0,30.0,36.0,5.0,33.0,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3BRP5,0.0,9.0,20.0,30.0,17.0,19.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0U1Q8,0.0,9.0,20.0,30.0,23.0,35.0,47.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1JIW9,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7UX15,1.0,16.0,1.0,10.0,12.0,20.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0A8Z4,5.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5N6L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7KJX0,17.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3ESU2,18.0,29.0,33.0,1.0,10.0,12.0,35.0,46.0,50.0,1.0,10.0,12.0,35.0,46.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q89BJ8,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1QR19,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6Q241,7.0,17.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30Q17,4.0,14.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2J2Y0,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3SVT1,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2J0M4,17.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13442,19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P52978,21.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55002,0.0,1.0,2.0,14.0,21.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2KTQ5,38.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1WUP2,0.0,39.0,5.0,11.0,14.0,5.0,11.0,14.0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2S9X0,8.0,33.0,8.0,33.0,39.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9HW20,38.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7W2S3,38.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2S204,10.0,20.0,38.0,0.0,1.0,3.0,34.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2LWC5,1.0,5.0,20.0,21.0,38.0,0.0,1.0,3.0,18.0,25.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O74945,18.0,21.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754I9,0.0,2.0,14.0,29.0,35.0,0.0,1.0,2.0,3.0,24.0,26.0,38.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3M011,8.0,16.0,21.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4JSI3,0.0,2.0,14.0,21.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6CK29,7.0,14.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46497,0.0,7.0,23.0,34.0,2.0,18.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43927,0.0,7.0,9.0,11.0,23.0,0.0,7.0,9.0,11.0,23.0,0.0,7.0,9.0,11.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57918,2.0,7.0,22.0,31.0,38.0,0.0,7.0,12.0,27.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46455,0.0,7.0,11.0,32.0,0.0,7.0,11.0,32.0,2.0,6.0,27.0,2.0,6.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46306,0.0,2.0,14.0,19.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P70882,0.0,2.0,14.0,19.0,20.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O52836,0.0,2.0,4.0,14.0,20.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q00937,0.0,2.0,14.0,19.0,20.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P02994,20.0,30.0,36.0,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15029,5.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P32324,6.0,8.0,18.0,22.0,6.0,8.0,18.0,22.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q05639,20.0,30.0,31.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8D9K1,0.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57498,0.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15VB8,3.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8D7V3,0.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CT54,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,
Q2HJN6,20.0,30.0,36.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9YAV0,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35021,20.0,24.0,30.0,36.0,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q06193,6.0,8.0,18.0,22.0,6.0,8.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O93637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O93640,0.0,1.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47UW3,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123W3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21M87,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10W80,6.0,24.0,42.0,1.0,19.0,37.0,1.0,19.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9SI75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CN32,13.0,19.0,30.0,37.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9IW31,6.0,12.0,25.0,27.0,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8G5B6,6.0,12.0,25.0,31.0,32.0,8.0,8.0,40.0,3.0,4.0,3.0,4.0,8.0,40.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A4XI36,1.0,14.0,16.0,20.0,21.0,34.0,0.0,1.0,2.0,3.0,10.0,23.0,25.0,38.0,40.0,44.0,45.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,,,,,,,,,,
Q11HP9,12.0,25.0,27.0,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0M5A0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04ED6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3PWR8,12.0,25.0,27.0,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4U0V9,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8DVV4,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38525,7.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0KCJ7,11.0,16.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1LBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08736,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2HJN4,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P86934,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2HJN9,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53013,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q90835,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CN30,20.0,30.0,36.0,2.0,16.0,19.0,20.0,2.0,16.0,19.0,20.0,2.0,16.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
P31018,20.0,30.0,36.0,2.0,9.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O49169,2.0,12.0,16.0,19.0,20.0,2.0,12.0,16.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3CTG3,20.0,30.0,36.0,3.0,10.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5DPE3,20.0,30.0,36.0,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,
Q9HDF6,20.0,30.0,36.0,2.0,19.0,20.0,2.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26487,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17196,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P86933,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6FYA7,8.0,18.0,22.0,8.0,18.0,22.0,8.0,18.0,22.0,8.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6BJ25,6.0,8.0,18.0,22.0,31.0,6.0,8.0,18.0,22.0,31.0,42.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7I4X4,15.0,11.0,15.0,28.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8PUR7,0.0,1.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2NEL0,22.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q875Z2,8.0,18.0,22.0,8.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JFZ3,4.0,7.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13UU8,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15YP4,0.0,18.0,37.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q660H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3A6Q0,1.0,14.0,16.0,20.0,21.0,34.0,0.0,1.0,2.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,,,,,,,,,,,
A1KB30,6.0,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3QY21,34.0,36.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0BSG5,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6W5T4,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3SSW9,5.0,0.0,1.0,2.0,3.0,10.0,25.0,30.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2J5B0,1.0,3.0,6.0,34.0,0.0,27.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1MIE4,12.0,25.0,27.0,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1AU26,14.0,16.0,20.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1GP96,12.0,25.0,27.0,31.0,32.0,12.0,25.0,27.0,31.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8E3E7,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IM80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3CLA3,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13549,20.0,30.0,36.0,2.0,12.0,19.0,20.0,33.0,2.0,12.0,19.0,20.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CN33,13.0,19.0,30.0,37.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8DXS7,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5BQ43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P06805,20.0,30.0,36.0,3.0,5.0,19.0,32.0,41.0,3.0,5.0,19.0,32.0,41.0,56.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CT53,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,
Q32PH8,20.0,30.0,31.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17508,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P02993,20.0,30.0,36.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q00251,20.0,30.0,36.0,2.0,4.0,12.0,19.0,20.0,2.0,4.0,12.0,19.0,20.0,2.0,4.0,12.0,19.0,20.0,2.0,4.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,
P29520,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92005,20.0,30.0,36.0,2.0,12.0,19.0,20.0,33.0,36.0,2.0,12.0,19.0,20.0,33.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TYP6,1.0,10.0,31.0,41.0,3.0,10.0,25.0,3.0,10.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P27592,30.0,36.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01520,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4WKK8,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O42820,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q09069,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3DMQ1,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O59949,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,7.0,14.0,15.0,7.0,14.0,15.0
Q8SQT7,23.0,34.0,18.0,29.0,18.0,29.0,8.0,8.0,23.0,34.0,23.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q464Z3,0.0,1.0,36.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6L200,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P61878,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6YVG5,4.0,7.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q979T3,15.0,39.0,4.0,9.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2S909,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21M89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AXN1,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O83464,6.0,30.0,33.0,36.0,0.0,1.0,2.0,3.0,10.0,24.0,25.0,38.0,44.0,45.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5E7H2,0.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8P1W0,28.0,34.0,41.0,28.0,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q89J81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2UYA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8I5N7,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6J266,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03PV4,10.0,0.0,1.0,2.0,3.0,10.0,19.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2G8Y0,5.0,5.0,18.0,18.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6F0J4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IZ33,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2BYN5,2.0,14.0,16.0,22.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2BT84,2.0,14.0,16.0,22.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2K9L9,12.0,25.0,27.0,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q98N59,12.0,25.0,27.0,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1USC1,0.0,3.0,7.0,31.0,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5GSU2,6.0,15.0,16.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1USL2,0.0,3.0,7.0,31.0,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2HJN8,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q71V39,20.0,30.0,31.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P86939,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CT55,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,
P40911,20.0,30.0,36.0,3.0,5.0,19.0,32.0,41.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,
A8MAJ1,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96WZ1,20.0,30.0,36.0,3.0,5.0,19.0,32.0,41.0,2.0,12.0,19.0,20.0,33.0,2.0,12.0,19.0,20.0,33.0,2.0,12.0,19.0,20.0,33.0,2.0,12.0,19.0,20.0,33.0,,,,,,,,,,,,,
P90519,20.0,30.0,36.0,20.0,30.0,36.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2BN41,20.0,24.0,30.0,36.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8ABM5,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2NEL1,1.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9YIC0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O93729,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1RRJ3,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O28385,4.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O51634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6LPQ8,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0PXU3,1.0,14.0,16.0,20.0,21.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6J5C9,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q839G9,6.0,11.0,16.0,40.0,6.0,11.0,16.0,40.0,6.0,11.0,16.0,40.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2GDX1,5.0,5.0,0.0,1.0,3.0,10.0,19.0,38.0,40.0,44.0,45.0,51.0,18.0,18.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A5VLK8,5.0,5.0,18.0,18.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03ZQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4FLL6,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PEZ8,2.0,14.0,16.0,22.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3MAX7,4.0,9.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73H85,6.0,15.0,16.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8LLG2,0.0,1.0,3.0,7.0,31.0,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1GDV0,0.0,1.0,3.0,7.0,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17506,20.0,30.0,34.0,36.0,5.0,14.0,30.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59QD6,20.0,30.0,36.0,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,
P05303,20.0,30.0,36.0,2.0,20.0,33.0,2.0,20.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14864,20.0,30.0,36.0,3.0,5.0,19.0,32.0,41.0,3.0,5.0,19.0,32.0,41.0,56.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
P17507,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14865,20.0,30.0,36.0,3.0,5.0,19.0,32.0,41.0,3.0,5.0,19.0,32.0,41.0,56.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTE0,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28295,20.0,30.0,36.0,3.0,5.0,19.0,32.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19039,20.0,30.0,36.0,2.0,12.0,19.0,20.0,33.0,2.0,12.0,19.0,20.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
